1775100172,0.0000
1775100174,0.0000
1775100188,0.0000
1775100190,0.0000
1775100185,0.0000
1775100186,0.0000
1775100181,0.0000
1775100183,0.0000
1775100176,0.0000
1775100179,0.0000
1775100178,0.0000
1775100205,0.0000
1775100207,0.0000
1775100200,0.0000
1775100203,0.0000
1775100202,0.0000
1775100197,0.0000
1775100198,0.0000
1775100193,0.0000
1775100192,0.0000
1775100195,0.0000
1775100220,0.0000
1775100217,0.0000
1775100219,0.0000
1775100212,0.0000
1775100215,0.0000
1775100214,0.0000
1775100208,0.0000
1775100210,0.0000
